Tid;afstand (cm);Low Battery?
1611259620;81.5;N
1611259642;72.5;N
1611259660;68.1;N
1611259680;76.9;N
1611259700;67.6;N
1611259720;66.2;N
1611259742;63.9;N
1611259780;57.6;N
1611259860;56.0;N
1611259880;53.8;N
1611259900;44.2;N
1611259920;38.7;N
1611259940;41.1;N
1611260120;35.8;N
1611260140;36.1;N
1611260160;25.6;N
1611260180;26.3;N
1611260200;26.7;N
1611260220;27.1;N
1611260240;27.1;N
1611260260;25.5;N
1611260280;21.9;N
1611260300;21.9;N
1611260320;22.2;N
